,CASE_ENQUIRY_ID,OPEN_DT,TARGET_DT,CLOSED_DT,OnTime_Status,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,SubmittedPhoto,ClosedPhoto,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,Property_Type,Property_ID,LATITUDE,LONGITUDE,Source,Geocoded_Location
540258,101001342201,03/25/2015 08:55:34 PM,04/09/2015 08:30:00 AM,03/30/2015 09:59:14 AM,ONTIME,Closed,Case Closed Case Noted Parties have been notified.  They will not operate their valet service off the city street.,Valet Parking Problems,Transportation - Traffic Division,Valet,Valet Parking Problems,BTDT_Parking Lot_Valet Parking Problems,BTDT,,,49-63 Melcher St  Boston  MA  02210,6.0,05,2.0,C6,South Boston / South Boston Waterfront,5.0,Ward 6,601.0,I,49-63 Melcher St,2210.0,Address,93873.0,42.349,-71.0498,Constituent Call,"(42.349, -71.0498)"
604373,101001503566,08/04/2015 07:29:00 PM,08/19/2015 08:30:00 AM,10/16/2015 10:56:23 AM,OVERDUE,Closed,Case Closed. Closed date : 2015-10-16 10:56:23.433 Case Resolved Not public parking. Street is owned by developer,Valet Parking Problems,Transportation - Traffic Division,Valet,Valet Parking Problems,BTDT_Parking Lot_Valet Parking Problems,BTDT,,,1-5 Marina Park Dr  Boston  MA  02210,6.0,05,2.0,C6,South Boston / South Boston Waterfront,5.0,06,601.0,RC,1-5 Marina Park Dr,2210.0,Address,341652.0,42.3594,-71.0587,Constituent Call,"(0, 0)"
606875,101001516990,08/10/2015 10:28:00 AM,08/24/2015 10:28:00 AM,08/10/2015 10:29:49 AM,ONTIME,Closed,Case Closed. Closed date : 2015-08-10 10:29:49.167 Case Resolved TESTING PLEASE IGNORE,Valet Parking Problems,Transportation - Traffic Division,Valet,Valet Parking Problems,BTDT_Parking Lot_Valet Parking Problems,BTDT,,,,,,,,,,,,,,,,,42.3594,-71.0587,Constituent Call,"(0, 0)"
610602,101001521767,08/14/2015 05:58:00 PM,08/31/2015 08:30:00 AM,10/16/2015 10:55:25 AM,OVERDUE,Closed,Case Closed. Closed date : 2015-10-16 10:55:25.34 Case Resolved Spoke to restaurant owner.,Valet Parking Problems,Transportation - Traffic Division,Valet,Valet Parking Problems,BTDT_Parking Lot_Valet Parking Problems,BTDT,,,371 Commonwealth Ave  Boston  MA  02215,4.0,10A,8.0,D4,Back Bay,14.0,Ward 5,509.0,RC,371 Commonwealth Ave,2215.0,Address,163721.0,42.3495,-71.0891,Constituent Call,"(42.3495, -71.0891)"
652225,101001620636,10/26/2015 02:24:00 PM,11/09/2015 02:24:32 PM,,OVERDUE,Open,,Valet Parking Problems,Transportation - Traffic Division,Valet,Valet Parking Problems,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,2 Seaport Ln  Boston  MA  02210,6.0,05,2.0,C6,South Boston / South Boston Waterfront,5.0,Ward 6,601.0,EA,2 Seaport Ln,2210.0,Address,124059.0,42.3489,-71.0408,Constituent Call,"(42.3489, -71.0408)"
658909,101001630441,11/07/2015 10:25:00 PM,11/24/2015 08:30:00 AM,,OVERDUE,Open,,Valet Parking Problems,Transportation - Traffic Division,Valet,Valet Parking Problems,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,116 Boylston St  Boston  MA  02116,4.0,1C,2.0,A1,Downtown / Financial District,6.0,Ward 5,0501,C,116 Boylston St,2116.0,Address,157533.0,42.3522,-71.0656,Constituent Call,"(42.3522, -71.0656)"
