,CASE_ENQUIRY_ID,OPEN_DT,TARGET_DT,CLOSED_DT,OnTime_Status,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,SubmittedPhoto,ClosedPhoto,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,Property_Type,Property_ID,LATITUDE,LONGITUDE,Source,Geocoded_Location
626349,101001573107,09/09/2015 07:09:30 AM,10/09/2015 07:09:30 AM,10/26/2015 11:38:46 AM,OVERDUE,Closed,Case Closed. Closed date : 2015-10-26 11:38:46.73 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,97 Farragut Rd  South Boston  MA  02127,6.0,05,2.0,C6,South Boston / South Boston Waterfront,5.0,Ward 6,609.0,R2,97 Farragut Rd,2127.0,Address,56557.0,42.3348,-71.0254,Constituent Call,"(42.3348, -71.0254)"
626482,101001573317,09/09/2015 09:13:21 AM,10/09/2015 09:13:21 AM,10/23/2015 12:15:33 PM,OVERDUE,Closed,Case Closed. Closed date : 2015-10-23 12:15:33.91 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,44 N Beacon St  Allston  MA  02134,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 21,2106.0,C,44 N Beacon St,2134.0,Address,12783.0,42.3535,-71.1398,Constituent Call,"(42.3535, -71.1398)"
626942,101001574001,09/09/2015 03:04:24 PM,10/09/2015 03:04:24 PM,09/17/2015 03:05:33 PM,ONTIME,Closed,Case Closed. Closed date : 2015-09-17 15:05:33.817 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,247 Norwell St  Dorchester  MA  02124,8.0,07,4.0,B3,Dorchester,9.0,Ward 17,1703.0,R2,247 Norwell St,2124.0,Address,104100.0,42.2939,-71.0781,Constituent Call,"(42.2939, -71.0781)"
627013,101001574111,09/09/2015 04:18:00 PM,10/09/2015 04:18:31 PM,09/17/2015 02:25:40 PM,ONTIME,Closed,Case Closed. Closed date : 2015-09-17 14:25:40.41 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,INTERSECTION of Kane St & Stanley St  Dorchester  MA,7.0,03,3.0,C11,Dorchester,8.0,Ward 15,1501.0,,INTERSECTION Kane St & Stanley St,,Intersection,6593.0,42.3097,-71.0694,Self Service,"(42.3097, -71.0694)"
627314,101001574537,09/10/2015 08:58:51 AM,10/10/2015 08:58:51 AM,10/28/2015 11:53:55 AM,OVERDUE,Closed,Case Closed. Closed date : 2015-10-28 11:53:55.557 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,149 Florence St  Roslindale  MA  02131,12.0,02,5.0,E5,Roslindale,10.0,Ward 19,1913.0,R1,149 Florence St,2131.0,Address,58805.0,42.2873,-71.1229,Constituent Call,"(42.2873, -71.1229)"
627679,101001575056,09/10/2015 01:17:28 PM,10/10/2015 01:17:28 PM,,OVERDUE,Open,,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,60 K St  South Boston  MA  02127,6.0,05,2.0,C6,South Boston / South Boston Waterfront,5.0,Ward 6,604.0,I,60 K St,2127.0,Address,166666.0,42.3408,-71.0366,Constituent Call,"(42.3408, -71.0366)"
627681,101001575058,09/10/2015 01:18:52 PM,10/10/2015 01:18:53 PM,09/24/2015 08:47:48 AM,ONTIME,Closed,Case Closed. Closed date : 2015-09-24 08:47:48.957 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,129 Franklin St  Allston  MA  02134,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 22,2201.0,R2,129 Franklin St,2134.0,Address,60603.0,42.3605,-71.132,Constituent Call,"(42.3605, -71.132)"
627683,101001575062,09/10/2015 01:20:20 PM,10/10/2015 01:20:21 PM,10/02/2015 09:42:29 AM,ONTIME,Closed,Case Closed. Closed date : 2015-10-02 09:42:29.44 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,131 Franklin St  Allston  MA  02134,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 22,2201.0,R2,131 Franklin St,2134.0,Address,60605.0,42.3606,-71.1319,Constituent Call,"(42.3606, -71.1319)"
627686,101001575065,09/10/2015 01:22:37 PM,10/10/2015 01:22:37 PM,11/10/2015 09:23:02 AM,OVERDUE,Closed,Case Closed. Closed date : 2015-11-10 09:23:02.773 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,56-58 Donnybrook Rd  Brighton  MA  02135,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 22,2210.0,R2,56-58 Donnybrook Rd,2135.0,Address,48070.0,42.3544,-71.1611,Constituent Call,"(42.3544, -71.1611)"
627693,101001575074,09/10/2015 01:25:59 PM,10/10/2015 01:25:59 PM,,OVERDUE,Open,,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,60-62 Donnybrook Rd  Brighton  MA  02135,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 22,2210.0,R2,60-62 Donnybrook Rd,2135.0,Address,48072.0,42.3545,-71.1613,Constituent Call,"(42.3545, -71.1613)"
